date,stock_symbol,rsi,macd,macd_signal,macd_hist,sma_20,sma_50,sma_200,ema_20,ema_50,bb_high,bb_low,bb_mid,atr,momentum,daily_return,rolling_vol,volume_change,rolling_mean,rolling_std,close,target
2022-11-18,ABCOTS.NS,54.06939926637435,0.6031031334092418,0.9433130113205659,-0.34020987791132407,47.38500003814697,44.171000213623046,42.65550001144409,46.6403212793356,44.6380367361259,49.112744348311,45.65725572798294,47.38500003814697,0.7657375120362551,0.0,0.0,0.014161851066318775,-1.0,47.38500003814697,0.8863141300832933,46.5,0
2022-11-22,ABCOTS.NS,42.71664576299227,0.3290291928798652,0.7418972547956371,-0.41286806191577186,47.189999961853026,44.38500015258789,42.59300001144409,46.4425304326644,44.70816072697054,49.132833321096754,45.2471666026093,47.189999961853026,0.7232635176139796,0.0,0.0,0.010733381116912223,-0.5,47.189999961853026,0.9966524841464727,45.54999923706055,1
2022-11-23,ABCOTS.NS,49.22425391433853,0.26857079429159825,0.6472319626948293,-0.37866116840323105,47.04249992370605,44.5260001373291,42.537000007629395,46.40514650927355,44.760781845013284,48.85696312797996,45.22803671943215,47.04249992370605,0.7073161234986953,0.5,0.010976948592200886,0.010778151676557145,0.0,47.04249992370605,0.9307999841200464,46.04999923706055,1
2022-11-24,ABCOTS.NS,54.26055592218569,0.25403996401628604,0.5685935629591207,-0.31455359894283463,46.91749992370605,44.693000106811525,42.49950000762939,46.41418017505703,44.82898647854217,48.50566762372077,45.32933222369134,46.91749992370605,0.6889364548873209,0.4500007629394531,0.009772003700214915,0.011138842046108495,0.0,46.91749992370605,0.814712839847982,46.5,0
2022-11-25,ABCOTS.NS,54.26055592218569,0.2397603680568139,0.5028269239786594,-0.26306655592184547,46.80749988555908,44.86000007629394,42.4597500038147,46.42235349171826,44.89451642056012,48.17617661827798,45.438823152840186,46.80749988555908,0.6397267081096552,0.0,0.0,0.01111975080143338,-1.0,46.80749988555908,0.7021163493861112,46.5,0
2022-11-30,ABCOTS.NS,59.77949671880115,0.6360805829616041,0.5049846669874717,0.1310959159741324,46.95749988555908,45.40000007629394,42.379500007629396,47.02072374470312,45.32406813640664,49.17431655276797,44.74068321835019,46.95749988555908,0.9892418286140351,-2.5,-0.0490196078431373,0.025592603676723405,-0.8,46.95749988555908,1.1372029555489411,48.5,0
2022-12-01,ABCOTS.NS,59.77949671880115,0.6795583880058231,0.5398994111911419,0.1396589768146812,47.03249988555908,45.58000007629394,42.34900001525879,47.16160719758854,45.44861448399853,49.34923815404771,44.715761617070456,47.03249988555908,0.9185816979987468,0.0,0.0,0.025592603676723405,-1.0,47.03249988555908,1.1884616554582865,48.5,0
2022-12-05,ABCOTS.NS,62.01748285135293,0.7552610454183579,0.6088901357844588,0.1463709096338991,47.204999923706055,45.91900009155273,42.30625001907349,47.447710266034385,45.70097018487064,49.7395416460993,44.67045820131281,47.204999923706055,0.8346443181756273,0.5499992370605469,0.011351893259024637,0.02568084614012334,1.0,47.204999923706055,1.3001924698160434,49.0,0
2022-12-06,ABCOTS.NS,62.01748285135293,0.7884694759074051,0.6448060038090482,0.14366347209835695,47.304999923706056,46.079000091552736,42.33000001907349,47.595547383554916,45.83034390311101,49.95450965261577,44.65549019479634,47.304999923706056,0.7750268668773683,0.0,0.0,0.02568084614012334,-1.0,47.304999923706056,1.3591698127501874,49.0,1
2022-12-08,ABCOTS.NS,60.20055382017475,0.866916550601573,0.7251503002103227,0.14176625039125035,47.54999980926514,46.441000061035155,42.35925001144409,47.92878120722156,46.108133595141034,50.488026412349825,44.61197320618045,47.54999980926514,0.7784672107585298,-0.7000007629394602,-0.014056240435010414,0.02614095863292045,-0.33333333333333337,47.54999980926514,1.5071758463075866,49.09999847412109,0
2022-12-09,ABCOTS.NS,59.43529150727228,0.8471772853890016,0.7495556972460584,0.0976215881429432,47.64999980926514,46.60100006103516,42.364500007629395,48.03080204462903,46.22154012082178,50.64198919310681,44.65801042542347,47.64999980926514,0.7300051581415695,-0.09999847412108664,-0.002036628864129031,0.026155178239736662,-0.5,47.64999980926514,1.5348581687450742,49.0,1
2022-12-12,ABCOTS.NS,62.03404722116509,0.8619436469986468,0.7720332871965762,0.08991035980207063,47.77499980926514,46.77100006103515,42.3347500038147,48.17072565942627,46.350107174907194,50.85550312264691,44.69449649588337,47.77499980926514,0.7421477558370936,0.5,0.010204081632652962,0.026205384760591605,2.0,47.77499980926514,1.5802648565281436,49.5,1
2022-12-13,ABCOTS.NS,71.77173709727494,1.0631202135361306,0.8302506724644871,0.23286954107164348,48.02499980926514,46.98300003051758,42.33375,48.535418453766624,46.57167159942064,51.587232402067826,44.46276721646245,48.02499980926514,0.8677086304201583,2.5,0.05050505050505061,0.028262896947179164,3.666666666666667,48.02499980926514,1.827386762653863,52.0,0
2022-12-14,ABCOTS.NS,64.63093866718367,1.1288497717801889,0.8899704923276275,0.23887927945256138,48.224999809265135,47.175,42.3377499961853,48.770140505788845,46.74533153669826,51.978598262802954,44.471401355727316,48.224999809265135,0.8771580139615756,-1.0,-0.019230769230769273,0.028779930134648433,-0.7142857142857143,48.224999809265135,1.9255553778750567,51.0,0
2022-12-15,ABCOTS.NS,64.63093866718367,1.1674829040593835,0.9454729746739787,0.22200992938540476,48.44999980926514,47.35599998474121,42.3302499961853,48.98250807666609,46.91218128035715,52.30123359777035,44.598766020759925,48.44999980926514,0.8145038701071774,0.0,0.0,0.02858357303885386,-0.5,48.44999980926514,1.9756412479126213,51.0,1
2022-12-16,ABCOTS.NS,64.83382425742231,1.188434922287982,0.9940653641967794,0.1943695580912026,48.677499771118164,47.526999969482425,42.361749992370605,49.179411996703664,47.074448651208264,52.578329979783,44.77666956245333,48.677499771118164,0.7598963963181323,0.049999237060546875,0.000980377197265625,0.028575376946073507,-0.5,48.677499771118164,2.0010836746249674,51.04999923706055,0
2022-12-19,ABCOTS.NS,64.83382425742231,1.1913069032672183,1.0335136720108673,0.15779323125635103,48.95249977111816,47.628999938964846,42.36324998855591,49.35756316245194,47.23035259575149,52.705295414622526,45.1997041276138,48.95249977111816,0.7056180822954087,0.0,0.0,0.027975280607126743,-1.0,48.95249977111816,1.9251435450174763,51.04999923706055,0
2022-12-22,ABCOTS.NS,56.354929654623035,0.9785491750380118,1.0477303119230794,-0.06918113688506766,49.599999809265135,47.94999992370605,42.31874998092651,49.60604958216343,47.58159266702801,52.51924604171492,46.68075357681535,49.599999809265135,0.7009266719927231,0.0,0.0,0.028556026536421066,-1.0,49.599999809265135,1.4975417194498117,50.0,0
2022-12-26,ABCOTS.NS,49.19416404538595,0.680049958043341,0.9379010608687779,-0.2578511028254369,49.854999732971194,48.111999893188475,42.29974996566772,49.50472526344126,47.694426698961216,51.985703704804706,47.72429576113768,49.854999732971194,0.7186562077655287,-0.09999847412108664,-0.002036628864129031,0.02898480159882888,-0.7142857142857143,49.854999732971194,1.0930280749015189,49.0,0
2022-12-27,ABCOTS.NS,49.19416404538595,0.561949121730855,0.8627106730411933,-0.3007615513103383,49.75499973297119,48.198999862670895,42.28424997329712,49.456656190732566,47.74562565194313,51.84877603476756,47.661223431174825,49.75499973297119,0.6673236214965624,0.0,0.0,0.018793859391114453,-1.0,49.75499973297119,1.0740845798759915,49.0,0
2022-12-30,ABCOTS.NS,52.75796001394032,0.2853391803114178,0.606114656514407,-0.3207754762029892,49.80499973297119,48.33799987792969,42.221999969482425,49.294903950453225,47.867456832547575,51.84262080028262,47.76737866565976,49.80499973297119,0.7184804283892906,1.4500007629394531,0.030208349227905273,0.017284066940875743,2.0,49.80499973297119,1.0452775524070856,49.45000076293945,0
2023-01-02,ABCOTS.NS,52.75796001394032,0.27024404362025223,0.5389405339355761,-0.26869649031532383,49.82749977111816,48.39699989318848,42.20924997329712,49.30967507545191,47.92951737883745,51.83883627872023,47.816163263516096,49.82749977111816,0.6671603977900556,0.0,0.0,0.01711741678685028,-1.0,49.82749977111816,1.0317938577791386,49.45000076293945,0
2023-01-04,ABCOTS.NS,52.75796001394032,0.24074904805370778,0.43392577778929686,-0.19317672973558908,49.83249988555908,48.42499992370605,42.20124998092651,49.335130982479136,48.04643267173264,51.82379953970226,47.841200231415904,49.83249988555908,0.5752556491148949,0.0,0.0,0.01671217499849046,-1.0,49.83249988555908,1.0215151688327773,49.45000076293945,0
2023-01-09,ABCOTS.NS,48.39451973126796,0.18847839663775545,0.3280349931973886,-0.13955659655963315,49.867499923706056,48.456999893188474,42.20924997329712,49.35653414771788,48.20259141230722,51.832257862857794,47.90274198455432,49.867499923706056,0.5513981572932752,-0.8499984741210866,-0.01705112337289938,0.016788349973628047,1.0,49.867499923706056,1.0078995563285602,49.0,0
2023-01-10,ABCOTS.NS,48.39451973126796,0.14220567640953163,0.2908691298398172,-0.14866345343028559,49.71749992370606,48.49699989318847,42.212999973297116,49.32257851460189,48.23386233731478,51.45280210716203,47.982197740250086,49.71749992370606,0.5120125746294699,0.0,0.0,0.011785109611993654,-1.0,49.71749992370606,0.8901912372759645,49.0,0
2023-01-13,ABCOTS.NS,56.76140496586751,0.12024688589127663,0.19808386734073333,-0.0778369814494567,49.46000003814697,48.634999923706054,42.238749980926514,49.324626646958166,48.35580190168464,50.854847436440465,48.06515263985348,49.46000003814697,0.47423175128761336,0.9000015258789062,0.018367378079161334,0.012032558877084813,1.0,49.46000003814697,0.7155416175557122,49.900001525878906,0
2023-01-16,ABCOTS.NS,56.76140496586751,0.15552580288667883,0.18957225444992243,-0.034046451563243596,49.40250015258789,48.69299995422363,42.26349998474121,49.37942425447443,48.416358749692264,50.613068237621114,48.19193206755467,49.40250015258789,0.4403580547670695,0.0,0.0,0.012032558877084813,-1.0,49.40250015258789,0.621008324484635,49.900001525878906,0
2023-01-19,ABCOTS.NS,56.76140496586751,0.21157764562145331,0.1945298234056136,0.017047822215839725,49.3350004196167,48.867000045776365,42.3572500038147,49.51444494402346,48.584149485746664,50.28899293993408,48.38100789929931,49.3350004196167,0.352575308426841,0.0,0.0,0.011122958966633109,-1.0,49.3350004196167,0.48938783694839716,49.900001525878906,0
2023-01-27,ABCOTS.NS,41.28700013732706,0.05151377448179062,0.16327555816860906,-0.11176178368681844,49.49000072479248,49.121000137329105,42.50050004959107,49.45763014542851,48.73427408419267,50.33119138165431,48.648810067930654,49.49000072479248,0.3594758582579562,0.0,0.0,0.010571750730704784,0.0,49.49000072479248,0.43152170195826417,48.75,0
2023-01-30,ABCOTS.NS,34.22892481571253,-0.06798843364408214,0.11702275980607083,-0.18501119345015296,49.41750068664551,49.1510001373291,42.52475004196167,49.318808226816266,48.70547902206747,50.4806456116925,48.35435576159852,49.41750068664551,0.3873704398109593,-0.75,-0.01538461538461533,0.008642667157039896,-0.5,49.41750068664551,0.545381839113703,48.0,0
2023-01-31,ABCOTS.NS,34.22892481571253,-0.16084072281798711,0.061450063281259244,-0.22229078609924635,49.345000648498534,49.20000015258789,42.54525003433228,49.19320744330995,48.67781317806483,50.5741883875621,48.115812909434965,49.345000648498534,0.3597011226816051,0.0,0.0,0.008642667157039896,-1.0,49.345000648498534,0.630560005463858,48.0,0
2023-02-20,ABCOTS.NS,11.682914225061964,-0.7322109426406769,-0.44348901493525594,-0.28872192770542093,47.96500015258789,49.05100021362305,42.8347500038147,47.74968004917091,48.156463608629686,50.25936332394048,45.670636981235305,47.96500015258789,0.3264344007285528,0.0,0.0,0.014805243460240753,-1.0,47.96500015258789,1.1769834728145983,45.0,0
2023-02-27,ABCOTS.NS,19.22568947628018,-1.0747696988864348,-0.8264074735624235,-0.2483622253240113,46.93250007629395,48.45300025939942,42.98325002670288,46.63691085432419,47.57103771904286,49.84562101557379,44.019379137014106,46.93250007629395,0.5620924465061182,0.34999847412109375,0.007838711358570505,0.014203885784894302,0.0,46.93250007629395,1.494399510353546,45.0,1
2023-02-28,ABCOTS.NS,56.7775395119495,-0.8379705439229781,-0.8287200876345344,-0.009250456288443676,46.92750015258789,48.39000030517578,43.02775003433228,46.75720520399607,47.583938260487415,49.83360995840902,44.02139034676676,46.92750015258789,0.7326573262513565,2.9000015258789062,0.0644444783528646,0.02075049573914071,0.0,46.92750015258789,1.4908028747774358,47.900001525878906,0
2023-03-01,ABCOTS.NS,56.7775395119495,-0.642894618593516,-0.7915549938263309,0.14866037523281483,46.92250022888184,48.32700035095215,43.06725004196167,46.86604294893729,47.596332898345906,49.82154745274906,44.023453005014616,46.92250022888184,0.6803246600905454,0.0,0.0,0.02075049573914071,-1.0,46.92250022888184,1.4871798466801671,47.900001525878906,0
2023-03-09,ABCOTS.NS,31.93502240204856,-0.5628875558830941,-0.5470546733072649,-0.015832882575829266,46.562500381469725,48.04100044250488,43.27375005722046,46.665425423538075,47.39379190385133,49.65278825523834,43.47221250770111,46.562500381469725,0.6918640032161587,0.0,0.0,0.02599775687777306,-1.0,46.562500381469725,1.58528423009893,44.54999923706055,0
2023-03-15,ABCOTS.NS,25.100273087453374,-1.0302003308343899,-0.7371954374643256,-0.2930048933700643,45.71750030517578,47.625000381469725,43.361750049591066,45.6863595137171,46.854082915607464,49.14347205550919,42.29152855484237,45.71750030517578,0.6470306069308805,0.0,0.0,0.026906675886662634,-1.0,45.71750030517578,1.7574864253486815,43.0,1
2023-03-17,ABCOTS.NS,27.98341346728938,-1.134234482918032,-0.8739372227302122,-0.26029726018781973,45.24250030517578,47.37700035095215,43.40675004959107,45.244389533904474,46.57695235692946,48.587090503354105,41.89791010699746,45.24250030517578,0.5910621049557082,0.0,0.0,0.02699634510630691,-1.0,45.24250030517578,1.7157385699635783,43.25,0
2023-03-27,ABCOTS.NS,62.850976615501175,-0.7396476321481344,-0.9763499010017004,0.23670226885356593,44.93250026702881,46.74000038146973,43.66275003433228,44.71746569318517,46.02143028214995,48.80177489488649,41.06322563917112,44.93250026702881,0.9166556237649441,3.3500022888183594,0.07692313082677504,0.029156225065297234,-0.8,44.93250026702881,1.984896003227161,46.900001525878906,0
2023-03-28,ABCOTS.NS,62.850976615501175,-0.4788224720979315,-0.8768444152209467,0.3980219431230152,45.02750034332276,46.680000381469725,43.719000034332275,44.92532624867981,46.05588405641383,48.990893723461156,41.06410696318436,45.02750034332276,0.8511802220674481,0.0,0.0,0.029138475735235633,-1.0,45.02750034332276,2.0331779044098015,46.900001525878906,0
2023-03-31,ABCOTS.NS,46.76670066749618,-0.6962939689746932,-0.818786579777386,0.1224926108026928,44.48750019073486,46.38400032043457,43.795000019073484,44.49896321037055,45.78476648191066,48.32115176635166,40.653848615118065,44.48750019073486,1.3395381498256353,3.0,0.07317073170731714,0.04170779640067378,-0.5,44.48750019073486,1.966621763009989,44.0,0
2023-04-03,ABCOTS.NS,39.0666434598987,-0.8657702735401145,-0.8281833185299318,-0.03758695501018272,44.160000038146975,46.213000259399415,43.831000003814694,44.199061806918216,45.610854011016954,47.889290766332124,40.43070930996183,44.160000038146975,1.4331426766865838,-2.6500015258789134,-0.06022730740633897,0.04358269695443779,0.0,44.160000038146975,1.9130857778749206,41.34999847412109,0
2023-04-05,ABCOTS.NS,39.0666434598987,-0.9886845261365025,-0.860283560051246,-0.12840096608525653,43.83249988555908,46.042000198364256,43.862250003814694,43.92772244188992,45.44376163702104,47.33396864421815,40.33103112690001,43.83249988555908,1.3307753426375422,0.0,0.0,0.04358269695443779,-1.0,43.83249988555908,1.7962155734433427,41.34999847412109,1
2023-04-10,ABCOTS.NS,47.24038414377786,-0.8241736549274989,-0.859769443519157,0.03559578859165802,43.55999984741211,45.786000137329104,43.9422500038147,43.85013106921147,45.29429899672722,46.49182621873459,40.62817347608963,43.55999984741211,1.2900563915416863,0.0,0.0,0.04274657818016885,-1.0,43.55999984741211,1.5039951945246166,43.5,0
2023-04-19,ABCOTS.NS,50.60558829537133,-0.3891430416080013,-0.6240962396337111,0.2349531980257098,43.535000038146975,45.2060001373291,44.16925001144409,43.81904407203754,44.96522591594519,46.368215027555365,40.701785048738586,43.535000038146975,0.8734192627831251,0.0,0.0,0.042088975434070273,-1.0,43.535000038146975,1.4534086229680871,44.20000076293945,0
