date,Close,High,Low,Open,Volume
,ANDHRSUGAR.NS,ANDHRSUGAR.NS,ANDHRSUGAR.NS,ANDHRSUGAR.NS,ANDHRSUGAR.NS
2016-03-15,20.0017147064209,20.393759233762612,18.256002527538357,18.292987381139064,956695
2016-03-16,20.711833953857422,21.451542309352327,20.268008658384133,20.415950893835802,1785725
2016-03-17,20.142257690429688,20.911555038611507,19.846374637621945,20.68224443816403,395935
2016-03-18,20.12746238708496,21.00031841642336,19.824182093620824,20.14225689185922,471460
2016-03-21,20.896760940551758,21.081688028521242,20.12746357737548,20.223626453213374,379825
2016-03-22,21.402883529663086,21.54858612096518,20.942771084211362,21.4719004696137,428450
2016-03-23,21.43355941772461,21.932013981766694,21.249513260466802,21.77864267160426,473830
2016-03-28,20.490325927734375,21.625270271103375,20.3983043226264,21.625270271103375,175295
2016-03-29,20.05322265625,20.981116333391068,19.93052618925474,20.981116333391068,186605
2016-03-30,21.533248901367188,22.208079421782678,20.15291301464329,20.15291301464329,1089750
2016-03-31,21.249513626098633,21.778643046340605,21.057800216425463,21.625273196196414,271250
2016-04-01,21.92434310913086,22.51482069360441,21.057797778637035,21.203500362665185,869750
2016-04-04,21.648277282714844,22.330777997266473,21.53324953255897,22.20808007275538,412725
2016-04-05,20.873754501342773,21.732631178389052,20.7357220817374,21.732631178389052,260660
2016-04-06,21.878332138061523,22.22341535528598,21.011786814206637,21.0194555251659,411680
2016-04-07,21.43355941772461,22.208080292338973,21.203502452480958,21.878334462007007,291385
2016-04-08,21.632938385009766,22.085382105757898,21.39521418920117,21.464231127122552,259935
2016-04-11,20.942771911621094,21.77864247279588,20.81240673797024,21.625272626690712,445900
2016-04-12,20.858417510986328,21.45656235437918,20.651366697816297,20.873753470635997,193405
2016-04-13,20.55934715270996,21.149824848877735,20.39830857884094,20.981117562540092,150570
2016-04-18,21.12681770324707,21.471902434580016,20.567014883668982,20.70504877620216,428475
2016-04-20,20.812406539916992,21.349204652819846,20.597688464881596,21.218839480409564,313220
2016-04-21,20.705045700073242,21.08847247229682,20.613022631170477,20.812404728245586,158820
2016-04-22,21.272518157958984,21.50257510981582,20.567012805047522,20.57468151637513,256465
2016-04-25,21.479568481445312,21.85532655190661,21.333865894888618,21.69428800570481,284695
2016-04-26,21.571590423583984,21.80931608497359,21.203501058580688,21.402883163621752,177405
2016-04-27,21.32619857788086,21.70195667290634,21.211170828408928,21.51791198121981,189845
2016-04-28,20.935104370117188,21.418222995863267,20.873756135714526,21.16516134612013,123775
2016-04-29,21.249513626098633,21.37221155393412,20.827744709880555,21.103812487860235,189725
2016-05-02,21.41822052001953,21.609933913198855,21.165158899529104,21.24951179792117,140920
2016-05-03,21.065465927124023,21.617601404420373,20.858416585794924,21.318527533332507,137945
2016-05-04,20.68204116821289,21.21117056438615,20.56701342017275,21.21117056438615,56105
2016-05-05,21.134485244750977,21.44122639858086,20.720385052744938,20.720385052744938,213080
2016-05-06,21.763303756713867,21.932012478863125,21.157490194666124,21.21116971074739,342315
2016-05-09,25.037769317626953,25.674256236354154,22.085381425596832,22.11605626935369,5284680
2016-05-10,26.349088668823242,26.824537054755044,25.076111882073203,25.099116552667173,4901145
2016-05-11,27.46869659423828,27.60673048066677,25.313836856384153,25.313836856384153,4132160
2016-05-12,27.990156173706055,28.37358297060614,27.19262773407845,27.683413566060267,2237960
2016-05-13,27.54538345336914,28.06684420251441,27.054597554247643,27.99016000276969,1689650
2016-05-16,27.491701126098633,27.760101648474965,27.062264970799557,27.721759552511035,655445
2016-05-17,29.385828018188477,29.983972855488954,26.862879118049854,27.415014614212854,4099390
2016-05-18,29.72324562072754,30.980888040037616,29.132770895751,29.140438144966573,3127295
2016-05-19,28.994733810424805,30.321390102342654,28.549957346786027,29.96096799734669,987375
2016-05-20,28.47327995300293,29.5852184519947,27.76010574659582,28.987070550460288,1689760
2016-05-23,30.605127334594727,30.96554946594101,28.687993317330424,28.833694449529343,3248665
2016-05-24,30.1450138092041,31.655713298736355,29.508523964769545,30.520770406858386,2305275
2016-05-25,29.27079963684082,30.996220185497652,28.887372848250415,30.82751438773156,972265
2016-05-26,29.301475524902344,30.12200864766511,29.140436970038103,29.293808275995907,749115
2016-05-27,29.28614044189453,30.20636542585793,29.094427025456934,29.401169661882925,899800
2016-05-30,29.4625186920166,29.96864495850389,29.17111638292458,29.523868394129536,542915
2016-05-31,28.89504623413086,30.060664152051853,28.066842874562823,29.6005501994092,825900
2016-06-01,28.649646759033203,29.68489779695976,28.450263214121456,29.094420260588663,545910
2016-06-02,28.994733810424805,29.500857036967535,28.52695267636131,28.57296201721074,526905
2016-06-03,29.378164291381836,30.52077458807964,29.263135074121074,29.29380992209921,1763650
2016-06-06,29.95330238342285,30.67414370743441,29.61588493043992,29.61588493043992,1269575
2016-06-07,29.845943450927734,30.64347197030236,29.485524215016095,30.198698362587596,552030
2016-06-08,30.006982803344727,30.206363456301123,29.523864206334856,29.838274071779352,401845
2016-06-09,29.31681251525879,30.21403274041299,29.14043653987097,29.937964978827083,371295
2016-06-10,31.625043869018555,31.977795824257978,29.140436908619044,29.140436908619044,2687110
2016-06-13,32.64495849609375,34.1096487989667,31.210943040215323,31.45633596554272,4952410
2016-06-14,32.698638916015625,33.60352645006888,32.407233712172754,32.92869442418021,2230970
2016-06-15,33.47316360473633,34.04830385275369,32.990044977313666,32.99771222681548,2195455
2016-06-16,35.382625579833984,38.05127582798649,32.3765607917936,33.89493060926066,14913900
2016-06-17,31.993133544921875,35.38262509693085,30.15268371081791,35.27526605958242,4881195
2016-06-20,33.71855163574219,34.70012324673152,30.865855484661743,31.6327090370757,2542085
2016-06-21,34.163326263427734,34.81515355893541,33.894928681657326,34.34737240900905,1609375
2016-06-22,32.568267822265625,34.991524671588884,32.207845755096265,34.31669279858471,1592950
2016-06-23,32.4072265625,33.404138420132284,31.671047928663057,32.72930654312483,1431715
2016-06-24,32.14650344848633,32.82133547631296,29.44718118780882,29.44718118780882,1696050
2016-06-27,37.637176513671875,38.005265894756604,32.338215270023916,32.353552693233404,8410275
2016-06-28,37.959251403808594,40.643238876805164,36.76295879130273,38.03593559005425,8078725
2016-06-29,38.910152435302734,39.71534811956531,37.131049415599286,38.30433739725864,4218540
2016-06-30,38.887142181396484,40.48219894341791,38.36568154191364,39.37026072907025,2651960
2016-07-01,39.101863861083984,39.715346116953825,37.61416609962122,39.10953110945742,2945605
2016-07-04,39.19389343261719,39.72302143733114,38.91782563004826,39.72302143733114,1654370
2016-07-05,37.20773696899414,39.485293093786616,36.82431016955106,39.42394340172484,1311880
2016-07-07,40.77360153198242,42.14627007787347,36.82430753541077,37.4224523636545,9019775
2016-07-08,39.66167068481445,41.22604986697718,39.12487255868235,41.22604986697718,3664810
2016-07-11,38.81813049316406,39.93006885781538,38.54973288890645,39.769030295260805,1796715
2016-07-12,39.20155715942383,40.61256797049865,38.956164229264246,38.971501653063534,2012935
2016-07-13,38.2276496887207,39.569643450064355,37.92091001274498,39.20155408370495,1364595
2016-07-14,39.36260223388672,40.22914481765818,38.08195502042501,38.480719299603486,2499575
2016-07-15,38.61107635498047,39.63866026312794,38.27366183488512,39.569643324322726,946230
2016-07-18,37.89790344238281,39.49296033177833,37.729197639887985,38.31200508774292,849490
2016-07-19,37.39178466796875,38.54973537899591,37.20007124531131,37.72920216404724,1046085
2016-07-20,37.614166259765625,38.45003675110771,37.13104770138629,37.637173855612176,1014870
2016-07-21,36.58658981323242,37.989933507113406,36.2338378085999,37.85189960524594,748025
2016-07-22,37.08504104614258,38.089617403000545,36.640264548209764,36.65560197144686,1101260
2016-07-25,36.824310302734375,38.035937472193176,36.66327174846129,37.32276338862455,862175
2016-07-26,36.92400360107422,37.560490595335146,36.44855224236208,36.970012946855455,794190
2016-07-27,36.56357955932617,37.56048864546489,35.735376274484764,37.13871975425016,1406890
2016-07-28,36.203163146972656,37.03136656249786,35.96544036776117,36.54824790344149,533025
2016-07-29,38.79512023925781,39.87638360064742,36.21082465961149,36.9316659254332,6436205
2016-08-01,39.623321533203125,40.551216552149214,38.68009201753006,38.971497185683134,3253575
2016-08-02,39.30125045776367,40.98832911125742,38.657093260077495,39.68467729149795,2294325
2016-08-03,37.67551040649414,39.584973837983455,36.27983737674803,39.46994757692681,2382945
2016-08-04,37.85189437866211,38.641752655039845,37.23841208024667,37.890236473816636,867290
2016-08-05,38.396358489990234,38.86413964151664,37.667847004431785,38.18930767249588,1058800
2016-08-08,38.15096664428711,38.818128457973565,37.537484348637825,38.69543199884371,552545
2016-08-09,36.63259506225586,38.265993970832945,36.333522640681366,38.265993970832945,975050
2016-08-10,34.72313690185547,37.25375661987364,34.20167611726026,36.86265956876978,1543245
2016-08-11,32.859676361083984,34.65411394421163,32.64495828414518,34.35504150124275,1091600
2016-08-12,34.9685173034668,36.57891135678107,32.20784596251926,32.20784596251926,2575710
2016-08-16,34.2093391418457,35.73537614883565,33.91026670958709,34.968522558299995,581555
2016-08-17,33.0130500793457,34.58509952592129,32.52993144565651,34.201672688936284,553210
2016-08-18,35.252262115478516,36.04212041398219,32.598946346869795,32.598946346869795,2756270
2016-08-19,35.15257263183594,36.33352799518605,34.976196637358655,35.46698252204581,1400010
2016-08-22,34.2016716003418,35.413301770800814,33.933273993120885,35.27526787985448,508820
2016-08-23,33.956275939941406,34.968522442058436,33.51150238007266,34.04830047672607,543225
2016-08-24,33.8182487487793,34.90718258025698,33.542183859767,34.09431656310645,577570
2016-08-25,33.82592010498047,34.263026517816535,33.59586456011648,33.94861659059559,367815
2016-08-26,33.78757095336914,34.66178359667363,33.59585755175625,33.76456335596183,444170
2016-08-29,33.16641616821289,33.8259106918623,32.55293391085791,33.8259106918623,396105
2016-08-30,33.23543930053711,33.86425909721083,33.12808025115106,33.43481997435195,371540
2016-08-31,34.07897186279297,35.87340934756477,33.23543409935663,33.427147493348,1949170
2016-09-01,33.626529693603516,34.654113650009414,33.434816290731625,34.30903186509151,503655
2016-09-02,33.618858337402344,34.66177958966176,33.20475673571452,33.73388753519808,507680
2016-09-06,33.8182487487793,34.35504695160267,33.30445814735976,33.8182487487793,368065
2016-09-07,33.50382995605469,34.6617804343277,33.43481302075819,34.07130286019412,558615
2016-09-08,33.50382995605469,34.04062801665922,33.21242771841533,33.749222853705774,300650
2016-09-09,33.680206298828125,34.63110598195208,33.28144502962666,33.62652678469277,1150260
2016-09-12,32.430240631103516,33.5498462259394,32.22318980049998,33.4348170116104,614860
2016-09-14,33.02071762084961,33.28144796621867,32.48391950681749,32.51459435340547,297020
2016-09-15,33.319793701171875,33.89493397360184,32.974708952650964,33.02838847738592,375415
2016-09-16,34.040626525878906,35.73537206522242,33.388802218535695,33.67253719552244,2096495
2016-09-19,35.10655975341797,38.03594051183406,34.53141950621091,34.53141950621091,928030
2016-09-20,34.569759368896484,35.796723876312825,34.20166709135745,35.22925096331143,575285
2016-09-21,33.9869499206543,35.09121800614088,33.89492831152564,34.81515317875489,363840
2016-09-22,34.592769622802734,35.1449052029163,33.93327499662588,34.807487714929294,540325
2016-09-23,34.17100143432617,35.129568545558584,34.04830496110101,34.66178732722682,290275
2016-09-26,33.77223587036133,34.508414681490976,33.66487682606924,34.35504336451032,178770
2016-09-27,33.212432861328125,34.32436832116681,33.12807849120198,33.94094149354945,284245
2016-09-28,33.25844192504883,34.040632997760994,33.105070610245846,33.16642030629284,346575
2016-09-29,30.76616668701172,33.91793556109568,30.490098913323425,33.58052101842912,923695
2016-09-30,31.87810516357422,32.43024071324885,30.67414519855605,30.67414519855605,567870
2016-10-03,32.08515167236328,32.70630408206893,31.82442135628716,32.46857843569204,555245
2016-10-04,32.01613998413086,32.66796441847239,31.89344351677312,32.284537592315125,337585
