date,Close,High,Low,Open,Volume
,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS
2016-03-15,9960.8095703125,10033.225485703699,9921.745202529213,10033.179217031484,1328
2016-03-16,10007.8642578125,10033.225841688767,9903.862258498475,10033.225841688767,467
2016-03-17,9936.65625,10142.8485205777,9917.10093031388,10098.256403982377,410
2016-03-18,10015.203125,10079.62998715689,9931.035868649322,10079.62998715689,872
2016-03-21,10028.9990234375,10079.629653646389,9903.165468380823,10079.629653646389,966
2016-03-22,10037.3134765625,10107.545692193917,9988.633389932813,10107.545692193917,444
2016-03-23,10032.8076171875,10075.030957417479,9997.55179490871,10036.941859284318,404
2016-03-28,9915.939453125,10107.499931114582,9859.084324305402,10107.499931114582,4175
2016-03-29,9943.205078125,10079.675891566896,9751.227279329405,10079.675891566896,909
2016-03-30,9947.9892578125,10033.22522208344,9940.32498854563,10032.900434157595,904
2016-03-31,9963.50390625,10075.03045659904,9941.346655929296,10029.044840407094,1695
2016-04-01,10057.4267578125,10107.546621263546,9898.56733940845,9898.56733940845,100
2016-04-04,10002.0107421875,10103.550512300017,9958.90467250454,9969.16996649079,236
2016-04-05,9934.2861328125,10033.22487813859,9893.828263939473,9996.064785997334,286
2016-04-06,9940.140625,10033.226855606144,9874.64594969257,9874.64594969257,2272
2016-04-07,9751.8779296875,10880.197615896463,9662.739967745672,10019.290908284074,7957
2016-04-08,10253.3984375,10395.535790126394,9736.826887390824,9751.73719293626,16522
2016-04-11,10543.572265625,10581.336573354716,10223.670675133331,10224.135176299853,991
2016-04-12,12289.7265625,12634.432723862239,10428.191722469668,10543.573095532398,13529
2016-04-13,12656.0322265625,13006.033888526967,12302.12857298569,12302.12857298569,8192
2016-04-18,12741.17578125,12950.293865206197,12078.0068527177,12634.386770549876,3810
2016-04-20,13080.8173828125,13394.309402320134,12562.24809777766,12776.150885490637,4552
2016-04-21,12471.01953125,13191.832785572939,12378.026763026326,12950.013666026827,1464
2016-04-22,12442.779296875,12935.521612451186,12312.997483585486,12587.982186704643,651
2016-04-25,12702.66796875,12801.095953863829,12217.310486441813,12217.310486441813,1051
2016-04-26,12595.08984375,12773.736825136204,12514.266634356434,12575.905581157549,534
2016-04-27,12471.5322265625,12769.137777607395,12355.731716418943,12606.562360286094,528
2016-04-28,12540.6953125,12674.379114116262,12346.813247026323,12346.813247026323,1044
2016-04-29,12377.888671875,12625.096762991361,12262.832083738467,12625.096762991361,400
2016-05-02,12561.5517578125,12671.592269487068,12254.09824340582,12403.110585771397,1302
2016-05-03,12416.3955078125,12611.161222492123,12388.246916736562,12448.632072311204,831
2016-05-04,12263.2490234375,12520.164437085294,12086.320347739087,12355.731024206752,538
2016-05-05,12198.9619140625,12448.585022975843,12128.868506426077,12448.585022975843,299
2016-05-06,12265.43359375,12308.30742050723,12091.013380515458,12202.493676590799,218
2016-05-09,12287.5439453125,12447.704337140814,12171.00130897208,12171.00130897208,1332
2016-05-10,12301.802734375,12346.44111542707,12164.635175795514,12309.281021776424,238
2016-05-11,12306.8193359375,12378.678214485404,12125.060564330443,12190.369250305523,740
2016-05-12,12273.9794921875,12381.743768685665,12187.582270512246,12194.225000446579,1033
2016-05-13,12168.7236328125,12309.32777986196,12151.351106894328,12281.41143984274,313
2016-05-16,12194.875,12354.803128785274,12104.90147891361,12104.90147891361,1736
2016-05-17,12131.9345703125,12304.636474970534,12081.675904642641,12262.831368034054,901
2016-05-18,12086.04296875,12211.597101515435,12031.510345232933,12123.48158484208,619
2016-05-19,11757.2685546875,12206.5346658633,11612.530160216347,12077.960369037819,1202
2016-05-20,11813.47265625,12007.35563231584,11757.59370803152,11849.425229414972,441
2016-05-23,12058.404296875,12114.190706836092,11705.429670715856,11891.2301416796,3901
2016-05-24,12040.521484375,12146.706276343064,11945.112757263412,11984.130857730443,724
2016-05-25,12146.56640625,12193.109969829158,11974.840679184437,12117.860777042972,1537
2016-05-26,12229.572265625,12327.860527571633,12169.883867818182,12216.333982842943,2550
2016-05-27,11797.400390625,12355.730781582211,11715.648186957387,12234.960480709602,5511
2016-05-30,11612.9951171875,11981.344588325841,11569.842771972792,11872.65130176043,1154
2016-05-31,11533.705078125,11659.49146495178,11309.722044100208,11658.980695052369,1191
2016-06-01,11505.833984375,11797.354744574786,11408.149022968377,11540.90382359463,466
2016-06-02,11587.8642578125,11751.879437207763,11394.213541292744,11612.529088149962,760
2016-06-03,11572.490234375,11751.833964310854,11487.114551846185,11751.833964310854,646
2016-06-06,11629.06640625,11688.708543545063,11456.736455937838,11571.65423767265,438
2016-06-07,11632.3173828125,11695.768064267446,11513.126558252965,11530.823872242892,535
2016-06-08,11740.96484375,11872.604668212767,11519.630017011848,11519.630017011848,683
2016-06-09,11499.841796875,11835.490171065485,11390.684018609678,11751.87995792609,701
2016-06-10,11327.744140625,11612.483367299028,11280.68980764849,11507.552368062612,506
2016-06-13,11282.4091796875,11426.72933732879,11175.806155991688,11333.829098813922,647
2016-06-14,11373.1259765625,11503.97650981986,11300.431538273604,11378.375203049365,645
2016-06-15,11750.9052734375,11998.06618439262,11306.051922875107,11426.729699421541,1161
2016-06-16,11512.3369140625,11750.950806418692,11475.037106560494,11750.950806418692,590
2016-06-17,11545.7802734375,11658.978840563721,11519.628495855788,11658.978840563721,276
2016-06-20,11491.341796875,11617.17535713922,11464.818959012804,11464.818959012804,364
2016-06-21,11535.8408203125,11612.52978557063,11489.901471035004,11491.759475800696,180
2016-06-22,11448.93359375,11565.151436716986,11381.20895262429,11464.819172666424,567
2016-06-23,11328.951171875,11517.770895582627,11301.313352537722,11448.095720782765,651
2016-06-24,11094.193359375,11460.034337225583,11055.128988387034,11235.355460970823,2417
2016-06-27,11226.853515625,11431.977957165942,11101.949877351712,11329.183485811505,442
2016-06-28,11394.3994140625,11519.628745103832,11231.638026476236,11231.638026476236,505
2016-06-29,11625.3955078125,11704.360706293372,11394.72440946062,11519.721492198394,721
2016-06-30,11912.9228515625,12030.627639937937,11640.446622491581,11654.335390153612,1715
2016-07-01,12342.029296875,12411.518495862874,11891.230876347829,11891.230876347829,2187
2016-07-04,12993.81640625,13257.746523301204,12342.725459614898,12671.592297843385,4030
2016-07-05,12812.3828125,13353.480439470302,12746.841874911092,13190.905020178017,956
2016-07-07,12683.11328125,13005.105164227502,12587.98306845365,12982.80910565607,1042
2016-07-08,12772.482421875,12838.813558142214,12556.396819960213,12834.168546001063,671
2016-07-11,12697.46484375,12820.232871421143,12634.432395023734,12771.924747557816,683
2016-07-12,12743.404296875,12820.232975937448,12680.928886177044,12810.896683368142,387
2016-07-13,12765.375,12792.362336773786,12710.563861447376,12743.125212311257,266
2016-07-14,12661.79296875,12773.784035704508,12634.433664405913,12684.042759479804,756
2016-07-15,12647.625,12881.08312803275,12606.56291135584,12881.08312803275,647
2016-07-18,12541.4853515625,12765.745972641815,12522.951573389051,12647.437887249149,437
2016-07-19,12468.001953125,12680.883223762,12287.264711040905,12634.43310206324,389
2016-07-20,12522.0693359375,12667.690458854162,12402.181760366402,12467.21192690016,325
2016-07-21,12788.7861328125,13331.18379491475,12448.631557620743,12532.427751491694,2613
2016-07-22,12899.94140625,13003.200386396053,12727.332940949187,12792.363109260607,494
2016-07-25,13541.046875,13877.438291829367,12991.262511440402,13108.224280205673,6878
2016-07-26,13878.8779296875,14167.286912576525,13405.59746511961,13405.59746511961,1906
2016-07-27,13876.13671875,14027.936071983419,13601.523975490678,14027.936071983419,914
